hash,s_num,rarity,bg,body,misc,hand
,,,,,,
-5535243172334105979,CryptoStykz #745,1.9,"('imgs\\background\\.3\\14.png', 0.3)","('imgs\\Stick Bodies\\.3\\ob9 Headless.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\m16.png', 0.4)"
,,,,,,
-3518953172211246931,CryptoStykz #746,1.035,"('imgs\\background\\.6\\V2 collection - Catwalk with ladder3.png', 0.6)","('imgs\\Stick Bodies\\.05\\pivot2defaultstk.png', 0.05)","('imgs\\Misc\\.085\\jackass sig.png', 0.085)","('imgs\\weapons\\.3\\sr25 leather.png', 0.3)"
,,,,,,
-8203517985117216226,CryptoStykz #747,1.9,"('imgs\\background\\.3\\14.png', 0.3)","('imgs\\Stick Bodies\\.3\\general grevious.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\fn scar f granite.png', 0.4)"
,,,,,,
-3722061374395966837,CryptoStykz #748,1.85,"('imgs\\background\\.6\\3droom23.png', 0.6)","('imgs\\Stick Bodies\\.3\\Schoolgirl.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.05\\sig 552_modded stripes.png', 0.05)"
,,,,,,
-4096310359100377316,CryptoStykz #749,2.2,"('imgs\\background\\.6\\building3.png', 0.6)","('imgs\\Stick Bodies\\.3\\god.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\assault rifle 3d green.png', 0.4)"
,,,,,,
-6711664205875278821,CryptoStykz #750,2.2,"('imgs\\background\\.6\\basic village section 23.png', 0.6)","('imgs\\Stick Bodies\\.3\\cowboy.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\usas pine.png', 0.4)"
,,,,,,
-216511834360735564,CryptoStykz #751,1.77,"('imgs\\background\\.3\\bench area by jon5.png', 0.3)","('imgs\\Stick Bodies\\.5\\sanada yukimora.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.07\\rocket launcher2 green.png', 0.07)"
,,,,,,
5107970036711513199,CryptoStykz #752,2.3,"('imgs\\background\\.6\\reality crack2.png', 0.6)","('imgs\\Stick Bodies\\.5\\wu tang fighter.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\chaingun_qbert.png', 0.3)"
,,,,,,
79551375941242573,CryptoStykz #753,2.4,"('imgs\\background\\.6\\mountains_Bolt5.png', 0.6)","('imgs\\Stick Bodies\\.5\\headchopper.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\colt c15 3d green.png', 0.4)"
,,,,,,
-3945232099555935213,CryptoStykz #754,2.3,"('imgs\\background\\.6\\buildings4.png', 0.6)","('imgs\\Stick Bodies\\.5\\kid.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\cz75automatic firing stars.png', 0.3)"
,,,,,,
-4549107246186101076,CryptoStykz #755,2.2,"('imgs\\background\\.6\\mountains_Bolt6.png', 0.6)","('imgs\\Stick Bodies\\.3\\ob9 Headless.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\g3 bricks.png', 0.4)"
,,,,,,
-5266603771132564776,CryptoStykz #756,1.95,"('imgs\\background\\.6\\outer space9.png', 0.6)","('imgs\\Stick Bodies\\.3\\god.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.15\\real gun leopard.png', 0.15)"
,,,,,,
2142971068502360400,CryptoStykz #757,1.8,"('imgs\\background\\.3\\14.png', 0.3)","('imgs\\Stick Bodies\\.3\\god.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\mac10 glitch.png', 0.3)"
,,,,,,
7925592100130645017,CryptoStykz #758,2.4,"('imgs\\background\\.6\\stairs cracks6.png', 0.6)","('imgs\\Stick Bodies\\.5\\man.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\double barrel java.png', 0.4)"
,,,,,,
-5808369024062248669,CryptoStykz #759,1.035,"('imgs\\background\\.3\\ghost town4.png', 0.3)","('imgs\\Stick Bodies\\.5\\Berten.png', 0.5)","('imgs\\Misc\\.085\\co sig.png', 0.085)","('imgs\\weapons\\.15\\SA sniper rifle lightning.png', 0.15)"
,,,,,,
3338768587979708758,CryptoStykz #760,1.8,"('imgs\\background\\.3\\5.png', 0.3)","('imgs\\Stick Bodies\\.3\\Schoolgirl.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\ninja sword glitch.png', 0.3)"
,,,,,,
-2760477098634646212,CryptoStykz #761,0.835,"('imgs\\background\\.3\\roof4.png', 0.3)","('imgs\\Stick Bodies\\.15\\elephant.png', 0.15)","('imgs\\Misc\\.085\\byne sig.png', 0.085)","('imgs\\weapons\\.3\\real sword stoner.png', 0.3)"
,,,,,,
8461074886708790336,CryptoStykz #762,2.05,"('imgs\\background\\.6\\V2 collection - Back Scene2.png', 0.6)","('imgs\\Stick Bodies\\.15\\dino.png', 0.15)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\xpswords500 green.png', 0.4)"
,,,,,,
3443765201811862140,CryptoStykz #763,2.1,"('imgs\\background\\.3\\15.png', 0.3)","('imgs\\Stick Bodies\\.5\\super bert.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\dragunov svd granite.png', 0.4)"
,,,,,,
-1952911533327849443,CryptoStykz #764,2.4,"('imgs\\background\\.6\\3droom0.png', 0.6)","('imgs\\Stick Bodies\\.5\\Flamingwolfstk24l6.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\hatori hanzo sword leather.png', 0.4)"
,,,,,,
-1380495947777628248,CryptoStykz #765,1.95,"('imgs\\background\\.6\\stairs cracks6.png', 0.6)","('imgs\\Stick Bodies\\.3\\cowboy.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.15\\taser lightning.png', 0.15)"
,,,,,,
4977446152718139157,CryptoStykz #766,1.55,"('imgs\\background\\.3\\6.png', 0.3)","('imgs\\Stick Bodies\\.3\\cowboy.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.05\\real sword 2 stripes.png', 0.05)"
,,,,,,
-7574046880143220745,CryptoStykz #767,2.1,"('imgs\\background\\.6\\basic village section 24.png', 0.6)","('imgs\\Stick Bodies\\.3\\cowboy.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\mp9 stoner.png', 0.3)"
,,,,,,
7507686489034490690,CryptoStykz #768,1.57,"('imgs\\background\\.1\\building0.png', 0.1)","('imgs\\Stick Bodies\\.5\\Baha man.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.07\\silenced_sniper wood.png', 0.07)"
,,,,,,
-5548374463305558989,CryptoStykz #769,1.585,"('imgs\\background\\.6\\mountains_Bolt6.png', 0.6)","('imgs\\Stick Bodies\\.5\\blunkstki0px.png', 0.5)","('imgs\\Misc\\.085\\dine sig.png', 0.085)","('imgs\\weapons\\.4\\hk g53 a3 red cubes.png', 0.4)"
,,,,,,
8111799065656282846,CryptoStykz #770,1.085,"('imgs\\background\\.3\\V2 collection - Back Scene 23.png', 0.3)","('imgs\\Stick Bodies\\.3\\Schoolgirl.png', 0.3)","('imgs\\Misc\\.085\\pistol sig.png', 0.085)","('imgs\\weapons\\.4\\mac10sd hippie.png', 0.4)"
,,,,,,
1525685690798060247,CryptoStykz #771,2.3,"('imgs\\background\\.6\\V2 collection - Catwalk with ladder1.png', 0.6)","('imgs\\Stick Bodies\\.5\\Aegis base1.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\g36 k stars.png', 0.3)"
,,,,,,
2670986065164259487,CryptoStykz #772,2.1,"('imgs\\background\\.6\\stairs cracks6.png', 0.6)","('imgs\\Stick Bodies\\.3\\cowboy.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\mp9 stoner.png', 0.3)"
,,,,,,
2563878870513201710,CryptoStykz #773,1.7,"('imgs\\background\\.6\\buildings0.png', 0.6)","('imgs\\Stick Bodies\\.05\\b0x0r.png', 0.05)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.15\\real gun electric blue.png', 0.15)"
,,,,,,
825188161899636611,CryptoStykz #774,1.185,"('imgs\\background\\.3\\V2 collection - Back Scene 21.png', 0.3)","('imgs\\Stick Bodies\\.5\\jin kazama.png', 0.5)","('imgs\\Misc\\.085\\u_v sig.png', 0.085)","('imgs\\weapons\\.3\\shotgun terra.png', 0.3)"
,,,,,,
-7518957285058149268,CryptoStykz #775,2.4,"('imgs\\background\\.6\\cityscape2-jon6.png', 0.6)","('imgs\\Stick Bodies\\.5\\realistic_man.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\xm8-compact amethyst.png', 0.4)"
,,,,,,
-7495876769956652157,CryptoStykz #776,1.9,"('imgs\\background\\.3\\dead zone2.png', 0.3)","('imgs\\Stick Bodies\\.3\\cowboy.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\xpswords600 electric blue.png', 0.4)"
,,,,,,
7490809378478611147,CryptoStykz #777,2.15,"('imgs\\background\\.6\\reality crack0.png', 0.6)","('imgs\\Stick Bodies\\.5\\splinter cell.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.15\\xpswords600 glitch colored.png', 0.15)"
,,,,,,
5048166328873132086,CryptoStykz #778,1.8,"('imgs\\background\\.3\\forest2.png', 0.3)","('imgs\\Stick Bodies\\.3\\god.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\portalgun stars.png', 0.3)"
,,,,,,
9174368927135741872,CryptoStykz #779,2.4,"('imgs\\background\\.6\\basic village section 21.png', 0.6)","('imgs\\Stick Bodies\\.5\\omegabert3 3-4.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\m4a1 carbine blue grid.png', 0.4)"
,,,,,,
-8000610115473029858,CryptoStykz #780,2.2,"('imgs\\background\\.6\\stairs cracks6.png', 0.6)","('imgs\\Stick Bodies\\.3\\general grevious.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\ninja sword fibers.png', 0.4)"
,,,,,,
1121010775779367353,CryptoStykz #781,2.05,"('imgs\\background\\.6\\3droom22.png', 0.6)","('imgs\\Stick Bodies\\.15\\dino.png', 0.15)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\g36 c fibers.png', 0.4)"
,,,,,,
7982731732375875291,CryptoStykz #782,2.3,"('imgs\\background\\.6\\3d room 3.png', 0.6)","('imgs\\Stick Bodies\\.5\\poly skirt.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\real gun2 stoner.png', 0.3)"
,,,,,,
-4875604803572152806,CryptoStykz #783,1.85,"('imgs\\background\\.6\\3d room7.png', 0.6)","('imgs\\Stick Bodies\\.05\\pivot2defaultstk.png', 0.05)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\mac10 glitch.png', 0.3)"
,,,,,,
2438785108100418194,CryptoStykz #784,2.3,"('imgs\\background\\.6\\buildings5.png', 0.6)","('imgs\\Stick Bodies\\.5\\rat.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\sr25 red cubes.png', 0.3)"
,,,,,,
3447126840829344110,CryptoStykz #785,1.95,"('imgs\\background\\.6\\3droom22.png', 0.6)","('imgs\\Stick Bodies\\.3\\Schoolgirl.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.15\\real gun2 amethyst.png', 0.15)"
,,,,,,
2354334972484631721,CryptoStykz #786,1.55,"('imgs\\background\\.3\\bench area by jon3.png', 0.3)","('imgs\\Stick Bodies\\.3\\god.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.05\\sig 552_modded stripes.png', 0.05)"
,,,,,,
1903534505254769626,CryptoStykz #787,2.03,"('imgs\\background\\.6\\3droom4.png', 0.6)","('imgs\\Stick Bodies\\.5\\Ninjor2=)1ku2.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.03\\real sword 2 caution.png', 0.03)"
,,,,,,
-3807473729675454725,CryptoStykz #788,2.4,"('imgs\\background\\.6\\stairs cracks2.png', 0.6)","('imgs\\Stick Bodies\\.5\\futurewarrior.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\spear leopard2.png', 0.4)"
,,,,,,
-8811935269831210159,CryptoStykz #789,1.9,"('imgs\\background\\.3\\V2 collection - Back Scene 28.png', 0.3)","('imgs\\Stick Bodies\\.3\\ob9 Headless.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\V2 collection - Handgun.png', 0.4)"
,,,,,,
-2065452358978889904,CryptoStykz #790,1.9,"('imgs\\background\\.1\\Chinahouse.png', 0.1)","('imgs\\Stick Bodies\\.5\\Aegis base1.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\assault rifle bricks.png', 0.4)"
,,,,,,
3625292328642200253,CryptoStykz #791,1.9,"('imgs\\background\\.3\\ghost town5.png', 0.3)","('imgs\\Stick Bodies\\.3\\general grevious.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\deagle mud.png', 0.4)"
,,,,,,
178230370338618229,CryptoStykz #792,1.32,"('imgs\\background\\.3\\10.png', 0.3)","('imgs\\Stick Bodies\\.05\\pivot2defaultstk.png', 0.05)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.07\\silenced_sniper rocks.png', 0.07)"
,,,,,,
5144468421161006749,CryptoStykz #793,2.1,"('imgs\\background\\.6\\cityscape2-jon6.png', 0.6)","('imgs\\Stick Bodies\\.3\\Schoolgirl.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\m16 glitch.png', 0.3)"
,,,,,,
1909033068954551166,CryptoStykz #794,2.03,"('imgs\\background\\.6\\V2 collection - Back Scene8.png', 0.6)","('imgs\\Stick Bodies\\.5\\stkeh6z12.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.03\\sig 552_modded caution.png', 0.03)"
,,,,,,
-7519799332128303008,CryptoStykz #795,1.9,"('imgs\\background\\.3\\bench area by jon2.png', 0.3)","('imgs\\Stick Bodies\\.3\\ob9 Headless.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\V2 collection - Basilisk blade moon.png', 0.4)"
,,,,,,
1690984401467336797,CryptoStykz #796,2.1,"('imgs\\background\\.3\\bench area by jon3.png', 0.3)","('imgs\\Stick Bodies\\.5\\stkeh6z12.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\pistol bricks.png', 0.4)"
,,,,,,
393308471958331583,CryptoStykz #797,1.9,"('imgs\\background\\.3\\dead zone2.png', 0.3)","('imgs\\Stick Bodies\\.3\\cowboy.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\V2 collection - Basilisk blade blue grid.png', 0.4)"
,,,,,,
-6013945111011605330,CryptoStykz #798,1.65,"('imgs\\background\\.3\\7.png', 0.3)","('imgs\\Stick Bodies\\.05\\horse and cowboy.png', 0.05)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\m249 spw rocks.png', 0.4)"
,,,,,,
-1755988571806257305,CryptoStykz #799,1.55,"('imgs\\background\\.1\\building0.png', 0.1)","('imgs\\Stick Bodies\\.5\\Armored Wu.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.05\\cannon_bolt leather.png', 0.05)"
,,,,,,
1902875029405654376,CryptoStykz #800,2.2,"('imgs\\background\\.6\\outer space7.png', 0.6)","('imgs\\Stick Bodies\\.3\\Schoolgirl.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\imi negev.png', 0.4)"
,,,,,,
-164002596239224040,CryptoStykz #801,1.7,"('imgs\\background\\.6\\buildings2.png', 0.6)","('imgs\\Stick Bodies\\.15\\elephant.png', 0.15)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.05\\cannon_bolt 3d green.png', 0.05)"
,,,,,,
4100896034890081409,CryptoStykz #802,1.8,"('imgs\\background\\.3\\12.png', 0.3)","('imgs\\Stick Bodies\\.3\\cowboy.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\revolver amethyst.png', 0.3)"
,,,,,,
-4827146285464888308,CryptoStykz #803,1.8,"('imgs\\background\\.1\\V2 collection - Back Scene 20.png', 0.1)","('imgs\\Stick Bodies\\.5\\Flamingwolfstk24l6.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\SA sniper rifle qbert.png', 0.3)"
,,,,,,
-6048784703324519403,CryptoStykz #804,1.185,"('imgs\\background\\.3\\roof1.png', 0.3)","('imgs\\Stick Bodies\\.5\\Basei0jc.png', 0.5)","('imgs\\Misc\\.085\\co sig.png', 0.085)","('imgs\\weapons\\.3\\real gun stoner.png', 0.3)"
,,,,,,
7850217699925188004,CryptoStykz #805,2,"('imgs\\background\\.3\\10.png', 0.3)","('imgs\\Stick Bodies\\.5\\rat.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\portalgun stars.png', 0.3)"
,,,,,,
-8929026055966796372,CryptoStykz #806,2.2,"('imgs\\background\\.6\\cityscape2-jon2.png', 0.6)","('imgs\\Stick Bodies\\.3\\general grevious.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\glock18 modded.png', 0.4)"
,,,,,,
8169450121091599875,CryptoStykz #807,1.73,"('imgs\\background\\.3\\bench area by jon4.png', 0.3)","('imgs\\Stick Bodies\\.5\\Armored Wu.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.03\\chaingun_caution.png', 0.03)"
,,,,,,
5238319968580366527,CryptoStykz #808,2.2,"('imgs\\background\\.6\\3droom3.png', 0.6)","('imgs\\Stick Bodies\\.3\\cowboy.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\fn scar gl electric blue.png', 0.4)"
,,,,,,
-1750261485717963566,CryptoStykz #809,1.585,"('imgs\\background\\.6\\mountains_Bolt4.png', 0.6)","('imgs\\Stick Bodies\\.5\\futurewarrior.png', 0.5)","('imgs\\Misc\\.085\\dine sig.png', 0.085)","('imgs\\weapons\\.4\\mp9 pine.png', 0.4)"
,,,,,,
5702829246681190342,CryptoStykz #810,1.585,"('imgs\\background\\.6\\outer space5.png', 0.6)","('imgs\\Stick Bodies\\.5\\poly skirt.png', 0.5)","('imgs\\Misc\\.085\\LD sig.png', 0.085)","('imgs\\weapons\\.4\\ak102 pine.png', 0.4)"
,,,,,,
-273655567910145755,CryptoStykz #811,2.1,"('imgs\\background\\.6\\3droom21.png', 0.6)","('imgs\\Stick Bodies\\.3\\general grevious.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\tommy gun glitch.png', 0.3)"
,,,,,,
-1977696333315740543,CryptoStykz #812,1.18,"('imgs\\background\\.1\\stairs cracks.png', 0.1)","('imgs\\Stick Bodies\\.15\\horse.png', 0.15)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.03\\ninja sword caution.png', 0.03)"
,,,,,,
-1148697965168649187,CryptoStykz #813,1.95,"('imgs\\background\\.6\\outer space8.png', 0.6)","('imgs\\Stick Bodies\\.15\\Xenomorph_Creature.png', 0.15)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\shotgun chocolate.png', 0.3)"
,,,,,,
-8714620085103440078,CryptoStykz #814,1.9,"('imgs\\background\\.3\\6.png', 0.3)","('imgs\\Stick Bodies\\.3\\god.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\assault rifle blue leather.png', 0.4)"
,,,,,,
2039447562484669298,CryptoStykz #815,1.55,"('imgs\\background\\.1\\ghost town0.png', 0.1)","('imgs\\Stick Bodies\\.15\\dino.png', 0.15)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\usas 12.png', 0.4)"
,,,,,,
-6731467350205737425,CryptoStykz #816,1.95,"('imgs\\background\\.6\\reality crack4.png', 0.6)","('imgs\\Stick Bodies\\.3\\god.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.15\\real gun sky.png', 0.15)"
,,,,,,
-3305870217515080596,CryptoStykz #817,2.07,"('imgs\\background\\.6\\bridge0.png', 0.6)","('imgs\\Stick Bodies\\.5\\Rl3s9.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.07\\scar-l pine.png', 0.07)"
,,,,,,
-6934501887091543751,CryptoStykz #818,1.77,"('imgs\\background\\.3\\battle stadium3.png', 0.3)","('imgs\\Stick Bodies\\.5\\Ob7.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.07\\rocket launcher1 green.png', 0.07)"
,,,,,,
3994401007827723484,CryptoStykz #819,1.235,"('imgs\\background\\.6\\buildings5.png', 0.6)","('imgs\\Stick Bodies\\.5\\yoshimitsu.png', 0.5)","('imgs\\Misc\\.085\\dine sig.png', 0.085)","('imgs\\weapons\\.05\\sniper rifle wood.png', 0.05)"
,,,,,,
-681540739377076304,CryptoStykz #820,1.285,"('imgs\\background\\.6\\stairs cracks6.png', 0.6)","('imgs\\Stick Bodies\\.3\\Schoolgirl.png', 0.3)","('imgs\\Misc\\.085\\LD sig.png', 0.085)","('imgs\\weapons\\.3\\sako-trg42.png', 0.3)"
,,,,,,
3058832395208004026,CryptoStykz #821,1.95,"('imgs\\background\\.6\\mountains_Bolt2.png', 0.6)","('imgs\\Stick Bodies\\.05\\b0x0r.png', 0.05)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\V2 collection - Basilisk blade blue grid.png', 0.4)"
,,,,,,
1144249776732088040,CryptoStykz #822,2,"('imgs\\background\\.3\\roof3.png', 0.3)","('imgs\\Stick Bodies\\.5\\Ob8.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\sniper rifle 3d glitch.png', 0.3)"
,,,,,,
-5152241160931267430,CryptoStykz #823,2.4,"('imgs\\background\\.6\\cityscape2-jon2.png', 0.6)","('imgs\\Stick Bodies\\.5\\Flamingwolfstk24l6.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\gm94 rocks.png', 0.4)"
,,,,,,
-5727386415735982956,CryptoStykz #824,2.3,"('imgs\\background\\.6\\building4.png', 0.6)","('imgs\\Stick Bodies\\.5\\realistic_man.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\walther mpl stars.png', 0.3)"
,,,,,,
-8759860572221138542,CryptoStykz #825,1.505,"('imgs\\background\\.6\\mountains_Bolt1.png', 0.6)","('imgs\\Stick Bodies\\.5\\base_picto.png', 0.5)","('imgs\\Misc\\.005\\DD blimp.png', 0.005)","('imgs\\weapons\\.4\\ninja sword stone.png', 0.4)"
,,,,,,
6035155334538107765,CryptoStykz #826,1.7,"('imgs\\background\\.1\\stairs.png', 0.1)","('imgs\\Stick Bodies\\.3\\Schoolgirl.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\V2 collection - Basilisk blade blue grid.png', 0.4)"
,,,,,,
6069634179365160965,CryptoStykz #827,1.83,"('imgs\\background\\.6\\outer space0.png', 0.6)","('imgs\\Stick Bodies\\.3\\Schoolgirl.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.03\\m60e3 caution.png', 0.03)"
,,,,,,
2870231321384278454,CryptoStykz #828,1.385,"('imgs\\background\\.6\\V2 collection - Catwalk with ladder6.png', 0.6)","('imgs\\Stick Bodies\\.3\\cowboy.png', 0.3)","('imgs\\Misc\\.085\\trgg sig v2.png', 0.085)","('imgs\\weapons\\.4\\lasergun green.png', 0.4)"
,,,,,,
-7303820020004236958,CryptoStykz #829,1.055,"('imgs\\background\\.6\\buildings4.png', 0.6)","('imgs\\Stick Bodies\\.3\\general grevious.png', 0.3)","('imgs\\Misc\\.085\\jackass sig.png', 0.085)","('imgs\\weapons\\.07\\cz75automatic firing.png', 0.07)"
,,,,,,
4085220116863885020,CryptoStykz #830,2.15,"('imgs\\background\\.6\\3droom4.png', 0.6)","('imgs\\Stick Bodies\\.5\\bioshock.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.15\\real sword blue grid.png', 0.15)"
,,,,,,
-6663958924763680140,CryptoStykz #831,1.55,"('imgs\\background\\.3\\forest3.png', 0.3)","('imgs\\Stick Bodies\\.3\\god.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.05\\smaw.png', 0.05)"
,,,,,,
-6923164173952420260,CryptoStykz #832,2,"('imgs\\background\\.3\\forest0.png', 0.3)","('imgs\\Stick Bodies\\.5\\Rl3s9.png', 0.5)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\mossberg500tactical qbert.png', 0.3)"
,,,,,,
-2534191807061565979,CryptoStykz #833,1.485,"('imgs\\background\\.6\\outer space5.png', 0.6)","('imgs\\Stick Bodies\\.5\\super bert.png', 0.5)","('imgs\\Misc\\.085\\p911 sig.png', 0.085)","('imgs\\weapons\\.3\\sniper rifle stoner.png', 0.3)"
,,,,,,
1907175539128346188,CryptoStykz #834,1.6,"('imgs\\background\\.1\\building0.png', 0.1)","('imgs\\Stick Bodies\\.3\\cowboy.png', 0.3)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\ninja sword glitch.png', 0.3)"
,,,,,,
9152588006347976347,CryptoStykz #835,1.75,"('imgs\\background\\.3\\battle stadium0.png', 0.3)","('imgs\\Stick Bodies\\.15\\dino.png', 0.15)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.4\\handgun.png', 0.4)"
,,,,,,
7254071028178113284,CryptoStykz #836,1.95,"('imgs\\background\\.6\\basic village section 23.png', 0.6)","('imgs\\Stick Bodies\\.15\\elephant.png', 0.15)","('imgs\\Misc\\.9\\no misc.png', 0.9)","('imgs\\weapons\\.3\\Bert pistol hippie.png', 0.3)"
,,,,,,
